name,link_id,osm_way_id,from_node_id,to_node_id,dir_flag,length,lanes,free_speed,capacity,link_type_name,link_type,geometry,allowed_uses,from_biway,is_link,VDF_fftt1,VDF_cap1
Timber Cove Drive,106,8949864,90,91,1,199.76,,,,residential,6,"LINESTRING (-121.9492086 37.2746339, -121.9491357 37.2746330, -121.9482976 37.2746238, -121.9481510 37.2746405, -121.9479521 37.2747572, -121.9479504 37.2747622, -121.9479281 37.2748272, -121.9479206 37.2749192, -121.9479282 37.2755114)",auto,1,0,,
Timber Cove Drive,107,8949864,91,90,1,199.76,,,,residential,6,"LINESTRING (-121.9479282 37.2755114, -121.9479206 37.2749192, -121.9479281 37.2748272, -121.9479504 37.2747622, -121.9479521 37.2747572, -121.9481510 37.2746405, -121.9482976 37.2746238, -121.9491357 37.2746330, -121.9492086 37.2746339)",auto,1,0,,
Timber Cove Drive,108,8949865,92,93,1,76.7,,,,residential,6,"LINESTRING (-121.9479357 37.2775667, -121.9470893 37.2774232)",auto,1,0,,
Timber Cove Drive,109,8949865,93,92,1,76.7,,,,residential,6,"LINESTRING (-121.9470893 37.2774232, -121.9479357 37.2775667)",auto,1,0,,
Timber Cove Drive,110,8949868,94,95,1,75.54,,,,residential,6,"LINESTRING (-121.9480819 37.2770972, -121.9472518 37.2769435)",auto,1,0,,
Timber Cove Drive,111,8949868,95,94,1,75.54,,,,residential,6,"LINESTRING (-121.9472518 37.2769435, -121.9480819 37.2770972)",auto,1,0,,
Timber Cove Drive,112,8949870,96,97,1,64.57,,,,residential,6,"LINESTRING (-121.9480671 37.2765497, -121.9479156 37.2765860, -121.9473554 37.2765012)",auto,1,0,,
Timber Cove Drive,113,8949870,97,96,1,64.57,,,,residential,6,"LINESTRING (-121.9473554 37.2765012, -121.9479156 37.2765860, -121.9480671 37.2765497)",auto,1,0,,
Timber Cove Drive,114,8949872,98,99,1,38.95,,,,residential,6,"LINESTRING (-121.9479357 37.2761037, -121.9475092 37.2760194)",auto,1,0,,
Timber Cove Drive,115,8949872,99,98,1,38.95,,,,residential,6,"LINESTRING (-121.9475092 37.2760194, -121.9479357 37.2761037)",auto,1,0,,
