name,link_id,osm_way_id,from_node_id,to_node_id,dir_flag,length,lanes,free_speed,capacity,link_type_name,link_type,geometry,allowed_uses,from_biway,is_link,VDF_fftt1,VDF_cap1
Afton Place,100,13435222,85,84,1,161.01,,,,residential,6,"LINESTRING (-118.3240723 34.0952810, -118.3223268 34.0952838)",auto,1,0,,
Afton Place,101,13435222,85,18,1,236.96,,,,residential,6,"LINESTRING (-118.3240723 34.0952810, -118.3247242 34.0952799, -118.3256817 34.0952784, -118.3258579 34.0952781, -118.3260156 34.0952778, -118.3262254 34.0952775, -118.3266411 34.0952768)",auto,1,0,,
Afton Place,102,13435222,18,85,1,236.96,,,,residential,6,"LINESTRING (-118.3266411 34.0952768, -118.3262254 34.0952775, -118.3260156 34.0952778, -118.3258579 34.0952781, -118.3256817 34.0952784, -118.3247242 34.0952799, -118.3240723 34.0952810)",auto,1,0,,
Taft Avenue,103,13437332,86,87,1,398.34,,,,residential,6,"LINESTRING (-118.3147249 34.1016957, -118.3147279 34.1019301, -118.3147282 34.1019751, -118.3147300 34.1022683, -118.3147319 34.1025935, -118.3147370 34.1034430, -118.3147405 34.1039469, -118.3147424 34.1042507, -118.3147429 34.1043997, -118.3147489 34.1052882)",auto,1,0,,
Taft Avenue,104,13437332,87,86,1,398.34,,,,residential,6,"LINESTRING (-118.3147489 34.1052882, -118.3147429 34.1043997, -118.3147424 34.1042507, -118.3147405 34.1039469, -118.3147370 34.1034430, -118.3147319 34.1025935, -118.3147300 34.1022683, -118.3147282 34.1019751, -118.3147279 34.1019301, -118.3147249 34.1016957)",auto,1,0,,
Taft Avenue,105,13437332,87,88,1,34.57,,,,residential,6,"LINESTRING (-118.3147489 34.1052882, -118.3147495 34.1056000)",auto,1,0,,
Taft Avenue,106,13437332,88,87,1,34.57,,,,residential,6,"LINESTRING (-118.3147495 34.1056000, -118.3147489 34.1052882)",auto,1,0,,
Taft Avenue,107,13437333,89,74,1,122.96,,,,residential,6,"LINESTRING (-118.3147297 34.0993929, -118.3147856 34.0994652, -118.3148171 34.0995315, -118.3148253 34.0996023, -118.3148251 34.0998950, -118.3148228 34.1004829)",auto,0,0,,
Grace Avenue,108,13446279,90,91,1,145.31,,,,residential,6,"LINESTRING (-118.3321593 34.1039489, -118.3321851 34.1039844, -118.3322023 34.1040200, -118.3322031 34.1042250, -118.3322080 34.1051536, -118.3321664 34.1052443)",auto,1,0,,
Grace Avenue,109,13446279,91,90,1,145.31,,,,residential,6,"LINESTRING (-118.3321664 34.1052443, -118.3322080 34.1051536, -118.3322031 34.1042250, -118.3322023 34.1040200, -118.3321851 34.1039844, -118.3321593 34.1039489)",auto,1,0,,
Grace Avenue,110,13446279,91,92,1,39.57,,,,residential,6,"LINESTRING (-118.3321664 34.1052443, -118.3321480 34.1053436, -118.3321483 34.1056000)",auto,1,0,,
Grace Avenue,111,13446279,92,91,1,39.57,,,,residential,6,"LINESTRING (-118.3321483 34.1056000, -118.3321480 34.1053436, -118.3321664 34.1052443)",auto,1,0,,
Fernwood Avenue,112,13456520,93,94,1,13.29,1,,,residential,6,"LINESTRING (-118.3133000 34.0957637, -118.3133826 34.0957641, -118.3134441 34.0957644)",auto,1,0,,
Fernwood Avenue,113,13456520,94,93,1,13.29,1,,,residential,6,"LINESTRING (-118.3134441 34.0957644, -118.3133826 34.0957641, -118.3133000 34.0957637)",auto,1,0,,
Fernwood Avenue,114,13456521,95,96,1,30.64,,,,unclassified,15,"LINESTRING (-118.3157663 34.0958093, -118.3160985 34.0958085)",auto,1,0,,
Fernwood Avenue,115,13456521,96,95,1,30.64,,,,unclassified,15,"LINESTRING (-118.3160985 34.0958085, -118.3157663 34.0958093)",auto,1,0,,
